Track Name,Artist Names,Album Name,Album Artist Names,Album Release Date,Disc Number,Track Number,Track Duration ms,Explicit,Popularity,ISRC,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
Suddenly,Angry Anderson,Beats From A Single Drum,Angry Anderson,1986,1,3,249093,FALSE,40,AUMU08700004,,0.45,0.528,5,-11.241,1,0.0292,0.152,0.000693,0.0691,0.238,138.863,4,,WM Australia,"C © 1986 Mushroom Records, P ℗ 1986 Mushroom Records"
Blank Space,Taylor Swift,1989,Taylor Swift,10/27/14,1,2,231826,FALSE,0,USCJY1431309,pop,0.752,0.678,5,-5.421,1,0.0646,0.085,0.00000164,0.13,0.583,96.009,4,,Universal Music Group,"C © 2014 Big Machine Records, LLC, P ℗ 2014 Big Machine Records, LLC"
Reckless (Don't Be So...) - Remastered,Australian Crawl,The Greatest Hits (Remastered),Australian Crawl,1/1/14,1,16,321337,FALSE,0,AUUM71301885,australian rock,0.699,0.37,2,-9.182,1,0.0369,0.195,0.0000327,0.0591,0.222,60.197,4,,Universal,"C © 2014 Universal Music Australia Pty Ltd., P ℗ 2014 Universal Music Australia Pty Ltd., Except Tracks 16-19 (P) 2014 Simon Binks, Fermata Nominees Pty Ltd, Staccato Nominees Pty Ltd, J M Reyne Family Trust and Paul Williams."
Mascara,Killing Heidi,Reflector,Killing Heidi,2000,1,1,290960,FALSE,0,AUBEC1701086,"australian alternative rock,australian rock",0.412,0.893,2,-4.517,1,0.0403,0.0195,0,0.38,0.645,133.935,4,,Independent,"C 2000 Wah Wah Music, P 2000 Wah Wah Music"
Killing Me Softly With His Song,"Fugees, Ms. Lauryn Hill, Wyclef Jean, Pras",Greatest Hits,Fugees,3/25/03,1,5,290293,FALSE,58,USSM19600055,"east coast hip hop,hip hop,neo soul,new jersey rap,alternative r&b,conscious hip hop,hip hop,neo soul,new jersey rap,r&b,soul,rap kreyol,new jersey rap",0.765,0.437,4,-10.122,0,0.0727,0.0271,0.00000131,0.167,0.498,92.402,4,,Columbia,"P (P) 1994, 1996, 1997, 2003 Sony Music Entertainment"
William Tell,Sounds Incorporated,Sounds Incorporated,Various Artists,2/3/12,1,1,124720,FALSE,12,GBAYE6400227,,0.643,0.925,0,-7.035,1,0.0937,0.189,0.438,0.0435,0.56,94.446,4,,Parlophone UK,"C © 2012 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2012 Parlophone Records Ltd, a Warner Music Group Company"
Catch - Radio Edit,Will Sparks,Catch (Radio Edit),Will Sparks,2/14/14,1,1,176240,FALSE,27,USUS11202418,"big room,melbourne bounce,melbourne bounce international",0.532,0.659,1,-4.198,0,0.437,0.00505,0.287,0.307,0.586,127.339,4,,"Ultra Records, LLC",P (P) 2014 Ultra Records / Sony Music Entertainment
Safe Inside,James Arthur,Back from the Edge,James Arthur,10/28/16,1,7,222173,FALSE,68,DEE861600591,"pop,talent show,uk pop",0.317,0.547,8,-6.549,1,0.0366,0.187,0,0.121,0.11,117.332,4,,Columbia,P (P) 2016 Sony Music Entertainment Germany GmbH
I Remember You,Skid Row,Best Of,Skid Row,1998,1,4,314026,FALSE,51,USAT29800351,"album rock,glam metal,hard rock,metal,rock",0.474,0.704,0,-6.425,1,0.0277,0.000962,0.0000725,0.194,0.475,88.25,4,,Rhino Atlantic,"C © 1998 Atlantic Recording Corp., a Warner Music Group Company, P ℗ 1998 Atlantic Recording Corp., a Warner Music Group Company"
I Couldn't Live Without Your Love,Petula Clark,The Classic Collection,Petula Clark,1/1/97,1,17,175272,FALSE,39,GBAJE6600106,"adult standards,bubblegum pop,easy listening,folk rock,merseybeat,rock-and-roll,rockabilly",0.585,0.6,2,-7.804,1,0.0349,0.677,0.00000567,0.677,0.376,126.968,4,,Sanctuary Budget,"C © 1997 Sanctuary Records Group Ltd., a BMG Company, P ℗ 1997 Sanctuary Records Group Ltd., a BMG Company"
Treat Her Right,Roy Head And The Traits,The Ultimate Early Rock & Roll Album,Various Artists,8/30/19,1,9,125893,FALSE,17,USMC16519931,,0.6,0.622,0,-7.62,1,0.0571,0.397,0.00291,0.292,0.961,161.929,4,,UME - Global Clearing House,"C © 2019 UMG Recordings, Inc., P ℗ 2019 UMG Recordings, Inc. FP"
I Only Want To Be With You,Dusty Springfield,Stay Awhile / I Only Want To Be With You,Dusty Springfield,6/26/64,1,1,158200,FALSE,65,GBF086300133,"adult standards,british invasion,soul",0.602,0.684,7,-8.021,1,0.029,0.103,0,0.175,0.961,133,4,,Mercury Records,"C © 1964 UMG Recordings Inc., P This Compilation ℗ 1999 UMG Recordings Inc."
Save Tonight,Eagle-Eye Cherry,Desireless,Eagle-Eye Cherry,1/1/98,1,1,242733,FALSE,76,GBAKW9800044,pop rock,0.547,0.707,0,-8.74,1,0.0338,0.0000814,0.000149,0.285,0.654,119.576,4,,Polydor Records,"C © 1998 Polydor Ltd. (UK), P ℗ 1998 Superstudio/Diesel Music AB"
You should be sad,Halsey,Manic,Halsey,1/17/20,1,4,205473,TRUE,74,USUM71918343,"electropop,etherpop,indie poptimism,pop",0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,4,,Capitol Records,"C © 2020 Capitol Records, LLC, P ℗ 2020 Capitol Records, LLC"
I'll Be There,Gerry & The Pacemakers,"A's, B's & EP's",Gerry & The Pacemakers,3/1/04,1,21,191693,FALSE,35,GBAYE6400709,"british invasion,merseybeat,rock-and-roll",0.551,0.532,7,-8.487,1,0.0294,0.28,0.000251,0.326,0.608,115.71,4,,Parlophone UK,"C © 2004 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2004 Parlophone Records Ltd, a Warner Music Group Company"
The Middle,"Zedd, Maren Morris, Grey",The Middle,"Zedd, Maren Morris, Grey",1/23/18,1,1,184732,FALSE,0,USUM71800463,"complextro,edm,german techno,pop,pop dance,classic texas country,contemporary country",0.748,0.652,7,-3.02,1,0.058,0.208,0,0.128,0.431,106.914,4,,Universal Music Group,"C © 2018 Interscope Records, P ℗ 2018 Interscope Records"
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",Levitating (feat. DaBaby),"Dua Lipa, DaBaby",10/1/20,1,1,203064,FALSE,77,GBAHT2000942,"dance pop,pop,uk pop,hip hop,north carolina hip hop,rap,trap",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4,,Warner Records,"C under exclusive license to Warner Records UK, a division of Warner Music UK Limited, © 2020 Dua Lipa Limited, P under exclusive license to Warner Records UK, a division of Warner Music UK Limited, ℗ 2020 Dua Lipa Limited"
Don't Stand So Close To Me - Remastered 2003,The Police,Zenyatta Mondatta (Remastered),The Police,10/3/80,1,1,242666,FALSE,0,GBAAM0201148,"album rock,classic rock,permanent wave,rock",0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.037,0.518,140.309,4,,Universal Music Group,"C © 2003 A&M Records, P ℗ 2003 A&M Records"
Trust Me,I'm Talking,Bear Witness (Collectors Edition),I'm Talking,3/23/18,1,10,231008,FALSE,0,AULI01713440,"australian r&b,australian rock",0.689,0.947,2,-3.821,0,0.0496,0.191,0.0000569,0.229,0.932,123.628,4,,Bloodlines,"C 2017 Bloodlines, P 2017 Bloodlines"
Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,Essential Folk Masters,The Serendipity Singers,8/1/11,1,1,164733,FALSE,0,USA371418500,american folk revival,0.787,0.426,2,-12.589,1,0.187,0.772,0,0.101,0.67,128.914,4,,Master Classics Records,C (C) 2011 Master Classics Records
Back in Black,Back In Black,Back in Black,Back In Black,6/14/12,1,1,231333,FALSE,38,AUUS00606436,britcore,0.264,0.716,9,-2.46,0,0.0437,0.000487,0.0000183,0.365,0.511,184.1,4,,Rachelle Productions,C 2012 Rachelle Productions
Hey Joe,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,Jimi Hendrix,9/16/97,1,4,209813,FALSE,50,USQX90900767,"acid rock,album rock,classic rock,hard rock,proto-metal,psychedelic rock,rock",0.349,0.757,9,-5.659,1,0.0359,0.00351,0.329,0.0332,0.569,166.717,4,,Legacy Recordings,P This compilation (P) 1997 Sony Music Entertainment
This Love,The Veronicas,Hook Me Up,The Veronicas,10/30/07,1,4,178800,FALSE,44,USWB10704604,"australian pop,candy pop,dance pop,girl group,post-teen pop",0.636,0.747,8,-4.125,1,0.0881,0.0243,0,0.256,0.616,155.979,4,,Sire/Warner Records,"C © 2007 Sire Records for the U.S. Marketed by Warner Records Inc., A Warner Music Group Company., P ℗ 2007, 2008 Sire Records. Marketed by Warner Records Inc., A Warner Music Group Company"
In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),Phil Collins,1/1/81,1,1,336453,FALSE,80,USAT21502120,"rock drums,soft rock",0.446,0.239,0,-13.945,1,0.0316,0.551,0.0000041,0.0697,0.298,189.507,4,,Rhino,"C 2015 Philip Collins Ltd. under exclusive license to Rhino Entertainment Company, A Warner Music Group Company, P 2015 Philip Collins Ltd. under exclusive license to Rhino Entertainment Company, A Warner Music Group Company"
Kill This Love,BLACKPINK,KILL THIS LOVE,BLACKPINK,4/4/19,1,1,189052,FALSE,38,KRA401900005,"k-pop,k-pop girl group,pop",0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,4,,"YG Entertainment, distributed through Interscope Records","C © 2019 YG Entertainment, distributed through Interscope Records, P ℗ 2019 YG Entertainment, distributed through Interscope Records"
Anything for You,"Gloria Estefan, Miami Sound Machine",Anything For You,"Gloria Estefan, Miami Sound Machine",6/9/87,1,10,226400,FALSE,44,USSM18700011,"new wave pop,new romantic,new wave pop,soft rock,synthpop",0.598,0.402,6,-13.12,1,0.0335,0.635,0,0.067,0.27,143.806,4,,Epic,P (P) 1987 Sony Music Entertainment Inc.
Talk Like That,The Presets,Apocalypso (International),The Presets,1/1/08,1,6,220906,FALSE,0,AUUM70800157,"alternative dance,australian dance,australian indie",0.57,0.941,6,-3.466,0,0.0316,0.0013,0.0000605,0.225,0.854,135.015,4,,Island Records,"C (C) 2008 Modular Recordings, P (P) 2008 Modular Recordings"
Where Do You Go To (My Lovely),Peter Sarstedt,Playlist: The Best Of Peter Sarstedt,Peter Sarstedt,5/20/16,1,2,284706,FALSE,54,GBAYE6900097,british folk,0.408,0.436,0,-7.712,1,0.0345,0.805,0.00000172,0.305,0.474,175.024,3,,Rhino,"C © 2016 Parlophone Records Limited, a Warner Music Group Company, P ℗ 2016 Parlophone Records Limited, a Warner Music Group Company"
Believer,Guy Sebastian,T. R. U. T. H.,Guy Sebastian,10/16/20,1,2,225493,FALSE,52,AUBM02000455,"australian pop,australian talent show",0.376,0.505,9,-5.534,1,0.0353,0.296,0,0.0846,0.299,177.794,3,,Sony Music Entertainment,P (P) 2020 Sony Music Entertainment Australia Pty Ltd
Roots,Imagine Dragons,Roots,Imagine Dragons,8/27/15,1,1,174506,FALSE,67,USUM71512947,"modern rock,pop,rock",0.637,0.887,7,-5.444,0,0.227,0.707,0.00188,0.326,0.596,157.759,4,,Kid Ina Korner / Interscope,"C © 2015 KIDinaKORNER/Interscope Records, P ℗ 2015 KIDinaKORNER/Interscope Records"
Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),Creedence Clearwater Revival,11/2/69,1,6,140773,FALSE,88,USC4R0817618,"classic rock,country rock,rock,southern rock,swamp rock",0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4,,Craft Recordings,"C © 2008 Concord Music Group, Inc., P ℗ 2008 Concord Music Group, Inc."
Only When I Sleep,The Corrs,Talk on Corners,The Corrs,10/17/98,1,1,261413,FALSE,55,USAT29800216,"celtic rock,europop,pop rock",0.495,0.769,9,-4.581,1,0.0282,0.0753,0,0.284,0.442,145.031,4,,Atlantic Records,"C © 1998 Atlantic Record Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 1998 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
We Belong Together,Mariah Carey,The Emancipation of Mimi (Ultra Platinum Edition),Mariah Carey,1/1/05,1,2,201400,FALSE,0,USIR20500195,"dance pop,pop,urban contemporary",0.837,0.462,0,-7.89,1,0.0601,0.0339,0,0.09,0.762,139.986,4,,Universal Music Group,"C © 2005 Mariah Carey, P ℗ 2005 The Island Def Jam Music Group and Mariah Carey"
Never Be the Same,Jessica Mauboy,Beautiful,Jessica Mauboy,10/4/13,1,5,232880,FALSE,52,AUBM01300381,"australian indigenous,australian pop,australian talent show",0.456,0.95,1,-4.249,0,0.137,0.03,0,0.0859,0.361,78.458,4,,Sony Music Entertainment,P (P) 2013 Sony Music Entertainment Australia Pty Ltd.
Open Your Mind,U.S.U.R.A.,Open Your Mind,U.S.U.R.A.,1993,1,1,316989,FALSE,0,ITL019300032,"bubble trance,eurodance,hardcore techno,hip house,italo dance",0.756,0.765,5,-10.583,1,0.0449,0.0184,0.681,0.283,0.52,130.842,4,,T30,"C 1993 T30 / Time S.p.A., P 1993 T30 / Time S.p.A."
Somewhere Only We Know,Keane,Hopes And Fears,Keane,5/10/04,1,1,237146,FALSE,89,GBAAN0300664,"neo mellow,piano rock,pop rock",0.448,0.665,9,-4.203,1,0.026,0.06,0.0000255,0.0828,0.304,172.004,4,,Universal-Island Records Ltd.,"C © 2004 Universal Island Records Ltd. A Universal Music Company., P ℗ 2004 Universal Island Records Ltd. A Universal Music Company."
"For All We Know - From ""Lovers And Other Strangers"" Soundtrack",Carpenters,Carpenters,Carpenters,1/1/71,1,5,158933,FALSE,0,USWWW0140294,"adult standards,mellow gold,soft rock",0.248,0.245,7,-13.319,1,0.0318,0.883,0.0000453,0.0869,0.202,134.822,4,,Universal Special Markets,"C © 1971 A&M Records, P ℗ 1971 UMG Recordings, Inc."
Tweedle Dee Tweedle Dum,Middle Of The Road,Best Of,Middle Of The Road,5/28/02,1,2,191133,FALSE,21,ITB007000840,classic uk pop,0.625,0.508,3,-11.323,1,0.307,0.215,0,0.279,0.879,111.786,4,,RCA Camden,P (P) This compilation 2002 BMG UK & Ireland Ltd.
Black Betty,Ram Jam,Ram Jam,Ram Jam,6/20/77,1,1,238973,FALSE,75,USSM10211288,southern rock,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,4,,Epic,"P (P) 1977 Epic Records, a division of Sony Music Entertainment"
She's The One,Robbie Williams,I've Been Expecting You,Robbie Williams,1998,1,10,258026,FALSE,70,GBAYK9800020,"dance rock,europop",0.243,0.609,10,-8.451,1,0.0323,0.663,0.0000113,0.221,0.333,166.668,4,,Universal-Island Records Ltd.,"C © 2013 Universal Island Records, a division of Universal Music Operations Limited, P ℗ 2013 Universal Island Records, a division of Universal Music Operations Limited"
My Girl Bill,Cash Backman,Good Old Aussie Country,Various Artists,4/4/18,1,19,211680,FALSE,0,AULB41800425,,0.692,0.445,5,-13.567,1,0.0383,0.825,0,0.0582,0.781,120.543,4,,Fable Records,"C 2018 Image Records, P 2018 Southern Cross Music Pty Limited"
The Buzz (feat. Mataya & Young Tapz),"Hermitude, Mataya, TAPZ GALLANTINO",Tunesdays,The Dolan Twins,9/2/16,1,12,221857,FALSE,0,QZ3CX1600506,"australian dance,australian indie,downtempo,escape room,escape room",0.667,0.579,0,-6.702,0,0.346,0.325,0.00209,0.123,0.464,140.88,4,,Heard Well,"C (C) 2016 Heard Well, LLC"
Hit Me With Your Best Shot - 1999 Digital Remaster,Pat Benatar,Synchronistic Wanderings,Pat Benatar,9/23/99,1,7,171293,FALSE,0,USCH39900012,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock",0.715,0.702,4,-6.055,1,0.0296,0.109,0.00000773,0.255,0.954,127.446,4,,"Chrysalis Records Ltd., Uk","C (C) 1999 Capitol Records, Inc., P (P) 1999 Capitol Records, Inc."
Come Sail Away,Styx,The Grand Illusion,Styx,1/1/77,1,4,367000,FALSE,70,USUMG0000438,"album rock,classic rock,glam metal,hard rock,mellow gold,progressive rock,rock,soft rock",0.324,0.335,0,-15.595,1,0.0355,0.099,0.00000108,0.0995,0.141,119.513,4,,A&M,"C © 1977 A&M Records, P ℗ 1977 A&M Records"
Mamma Mia,ABBA,Abba,ABBA,1975,1,1,213266,FALSE,82,SEAYD7501010,"europop,swedish pop",0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,4,,Polar Music International AB,"C © 2001 Polar Music International AB, P This Compilation ℗ 2001 Polar Music International AB"
Remind Me,Conrad Sewell,All I Know,Conrad Sewell,11/13/15,1,6,186264,FALSE,37,QMCE31500428,australian pop,0.605,0.645,7,-3.564,1,0.0397,0.236,0,0.0917,0.15,76.956,3,,300 Entertainment,"C © 2015 300 Entertainment for the United States and 300 Entertainment under exclusive license to WEA International, Inc. for the world excluding the United States., P ℗ 2015 300 Entertainment for the United States and 300 Entertainment under exclusive license to WEA International, Inc. for the world excluding the United States."
Somebody,"Natalie La Rose, Jeremih",Somebody,Natalie La Rose,1/6/14,1,1,189906,FALSE,0,USUM71417961,"viral trap,chicago rap,pop rap,r&b,southern hip hop,trap,urban contemporary",0.845,0.534,0,-8.722,1,0.0385,0.00108,0.0000118,0.0689,0.726,104.972,4,,Universal Music Group,"C © 2015 Republic Records, a division of UMG Recordings, Inc., P ℗ 2015 Republic Records, a division of UMG Recordings, Inc."
Gimme Gimme - Original,Whigfield,Gimme Gimme - Single,Whigfield,11/4/96,1,4,224626,FALSE,5,IT00D9611201,"diva house,eurodance,europop",0.725,0.749,0,-8.568,1,0.0332,0.00455,0.377,0.189,0.851,130.028,4,,X-Energy,"C 1996 X-Energy / Energy Production S.r.l., P 1996 X-Energy / Energy Production S.r.l."
Don't Pull Your Love,"Hamilton\, Joe Frank & Reynolds",Greatest Hits,"Hamilton\, Joe Frank & Reynolds",11/22/94,1,1,162026,FALSE,41,USMC17146467,"bubblegum pop,soft rock",0.62,0.604,7,-12.134,1,0.0326,0.409,0,0.133,0.883,100.486,4,,Geffen,"C © 1994 UMG Recordings, Inc., P This Compilation ℗ 1994 UMG Recordings, Inc."
Do It Again,Cassie Davis,Differently,Cassie Davis,8/14/09,1,5,172346,FALSE,0,AUBM00900097,australian pop,0.722,0.633,1,-5.138,1,0.0685,0.000664,0,0.367,0.341,134.031,4,,Sony Music Entertainment,P (P) 2009 Sony Music Entertainment Australia Pty Ltd.
Remedy,Little Boots,Hands (Standard DMD),Little Boots,6/8/08,1,5,199333,FALSE,45,GBFFS0900006,"electropop,neo-synthpop",0.586,0.804,6,-2.998,0,0.0475,0.0332,0,0.242,0.81,128.963,4,,679 Recordings UK. Ltd.,"C © 2009 679 Recordings Ltd., P ℗ 2009 679 Recordings Ltd."
High - Original Mix,"Peking Duk, Nicole Millar",High,Peking Duk,2/14/14,1,1,228000,FALSE,0,AUVC01434911,"aussietronica,australian electropop,edm,australian pop,gauze pop",0.524,0.798,0,-4.092,0,0.0491,0.00127,0.00134,0.347,0.357,100.1,4,,Universal Music Australia Pty. Ltd.,"C © 2014 Vicious Bitch, P ℗ 2014 Vicious Bitch"
Madness,Muse,The 2nd Law,Muse,9/24/12,1,2,281040,FALSE,72,GBAHT1200390,"modern rock,permanent wave,rock",0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,4,,Warner Records,"C © 2012 Warner Music UK Limited, P ℗ 2012 Warner Music UK LImited"
Killing Me Softly With His Song,Roberta Flack,Killing Me Softly,Roberta Flack,1/1/73,1,1,286920,FALSE,75,USAT29901394,"adult standards,disco,quiet storm,soft rock,soul,vocal jazz",0.476,0.381,5,-10.238,0,0.0342,0.727,0,0.0614,0.33,121.948,4,,Atlantic Records,"C © 1973 Atlantic Record Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 1973 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
Whip It! (feat. Chloe Angelides),"LunchMoney Lewis, Chloe Angelides",Whip It! (feat. Chloe Angelides),LunchMoney Lewis,8/7/15,1,1,242973,FALSE,54,USSM11506385,miami hip hop,0.739,0.78,10,-3.942,1,0.143,0.345,0,0.0973,0.79,131.04,4,,Kemosabe Records/RCA Records,"P (P) 2015 Kemosabe Records, under exclusive license to Columbia Records, a Division of Sony Music Entertainment"
Promises,NERO,Welcome Reality,NERO,1/1/11,1,13,257386,FALSE,59,GBUM71105544,"complextro,edm,electro house,melodic dubstep",0.484,0.943,9,-4.364,0,0.0647,0.0000377,0.00452,0.593,0.345,143.933,4,,EMI,"C © 2011 MTA Records LLP under exclusive license to Mercury Records Limited, P ℗ 2011 MTA Records LLP under exclusive license to Mercury Records Limited"
Old Time Rock & Roll,Bob Seger,Stranger In Town,Bob Seger,5/5/78,1,3,194146,FALSE,0,USCA28600270,"album rock,classic rock,country rock,detroit rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.713,0.931,6,-2.965,1,0.0394,0.219,0,0.0694,0.963,124.127,4,,Universal Music Group,"C © 1978 Hideout Records & Distributors, Inc., under exclusive license to Capitol Records, P ℗ 1978 Hideout Records & Distributors, Inc., under exclusive license to Capitol Records"
Another Chance,Roger Sanchez,First Contact,Roger Sanchez,7/23/00,1,3,452906,FALSE,53,GBCPZ0100350,"disco house,diva house,tribal house,vocal house",0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.138,0.45,127.993,4,,Sine Direct Signings,C (P) 2001 Sony Music Entertainment (UK) Ltd.
My Delirium,Ladyhawke,Ladyhawke (Deluxe Edition),Ladyhawke,4/10/09,1,3,254480,FALSE,55,GBUM70808705,"alternative dance,metropopolis,neo-synthpop",0.456,0.802,9,-4.025,0,0.0477,0.000697,0.000934,0.474,0.461,150.029,4,,Modular,"C © 2009 Modular Recordings, P ℗ 2009 Modular Recordings"
Careful,Paramore,Brand New Eyes,Paramore,9/22/09,1,1,230440,FALSE,50,USAT20902319,"candy pop,pixie,pop,pop emo,pop punk,rock",0.417,0.945,8,-3.703,1,0.0805,0.00019,0.0000863,0.2,0.607,164.997,4,,Fueled By Ramen/Atlantic,"C © 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
Clarity,"Zedd, Foxes",Clarity,Zedd,1/1/12,1,5,271426,FALSE,0,USUM71210662,"complextro,edm,german techno,pop,pop dance,electropop,metropopolis,uk pop",0.523,0.78,8,-3.378,1,0.0748,0.0376,0,0.0751,0.187,128.003,4,,Universal Music Group,"C © 2012 Interscope Records, P ℗ 2012 Interscope Records"
Say You Won't Let Go,James Arthur,Back from the Edge,James Arthur,10/28/16,1,2,211466,FALSE,89,DEE861600586,"pop,talent show,uk pop",0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4,,Columbia,P (P) 2016 Sony Music Entertainment Germany GmbH
Baby Come Back,Player,Player,Player,9/1/77,1,2,255845,FALSE,72,NLF057790013,"soft rock,yacht rock",0.646,0.602,5,-10.238,0,0.0758,0.0599,0.000017,0.0956,0.543,156.101,4,,UMC (Universal Music Catalogue),"C © 1978 Universal Music Operations Limited, P ℗ 1978 Universal Music Operations Limited"
Escapee,Architecture In Helsinki,Moment Bends,Architecture In Helsinki,1/1/11,1,2,177709,FALSE,0,GBUM71100361,"alternative dance,australian indie,indietronica",0.673,0.738,1,-4.466,1,0.0282,0.0416,0,0.132,0.671,110.962,4,,Universal Music Australia Pty. Ltd.,"C © 2011 Architecture In Helsinki, under exclusive license to Modular Recordings, P ℗ 2011 Architecture In Helsinki, under exclusive license to Modular Recordings"
You Give Me Something,James Morrison,Undiscovered,James Morrison,1/1/06,1,2,213173,FALSE,61,GBUM70600967,neo mellow,0.559,0.691,0,-6.492,1,0.121,0.214,0,0.0855,0.569,79.741,4,,Polydor Records,"C © 2006 Polydor Ltd. (UK), P ℗ 2006 Polydor Ltd. (UK)"
Jesamine,The Casuals,Jesamine - I've Got Something Too,The Casuals,1/1/68,1,1,221306,FALSE,8,ITN731691400,merseybeat,0.253,0.368,1,-16.336,1,0.0298,0.539,0,0.32,0.758,174.071,4,,Saar Srl,"C 1968 Saar Srl under license to Pirames International Srl, P 1968 Saar Srl under license to Pirames International Srl"
Someone New,Hozier,Hozier (Expanded Edition),Hozier,9/19/14,1,4,222813,FALSE,73,USSM11405188,"irish singer-songwriter,modern rock,pop,pov: indie",0.443,0.533,7,-5.956,1,0.0473,0.429,0.00000366,0.332,0.596,183.791,4,,Columbia,"P (P) 2014 Rubyworks, under license to Columbia Records, a Division of Sony Music Entertainment"
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream: The Complete Confection,Katy Perry,3/12/12,1,2,230746,FALSE,78,USCA21001264,pop,0.649,0.815,3,-3.796,0,0.0415,0.00125,0.0000431,0.671,0.765,126.03,4,,Capitol Records,"C © 2012 Capitol Records, LLC, P ℗ 2012 Capitol Records, LLC"
Saturday Sun,Vance Joy,Nation of Two,Vance Joy,2/23/18,1,4,214746,FALSE,0,USAT21705384,"folk-pop,modern rock",0.628,0.869,8,-4.339,1,0.0489,0.497,0,0.169,0.701,99.97,4,,Liberation Records,"C 2018 Liberation Records, P 2018 Liberation Records"
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,Bat Out Of Hell II: Back Into Hell,Meat Loaf,1993,2,2,316466,FALSE,65,USMC19341323,album rock,0.419,0.672,2,-6.353,1,0.092,0.623,0,0.412,0.304,105.212,4,,Geffen*,"C © 2002 Geffen Records, P This Compilation ℗ 2002 Geffen Records"
Cry for Help,Rick Astley,The Best of Rick Astley,Rick Astley,10/3/14,1,9,243600,FALSE,0,GBARL9100126,"new romantic,new wave pop,soft rock,sophisti-pop,synthpop",0.565,0.596,0,-7.765,1,0.0218,0.518,0,0.294,0.436,89.974,4,,Sony Music CG,P This compilation (P) 2014 Sony Music Entertainment
Born to Try,Delta Goodrem,Innocent Eyes,Delta Goodrem,3/21/03,1,1,251280,FALSE,53,AUSM00200166,"australian pop,australian talent show",0.542,0.589,8,-6.813,1,0.0284,0.246,0,0.188,0.336,133.838,4,,Epic,P (P) 2002/2003 Sony Music Entertainment (Australia) Limited
Let's Kiss (Like Angels Do),Wendy Matthews,Emigre,Wendy Matthews,1990,1,11,209466,FALSE,34,AUBM09020311,"australian pop,australian rock",0.675,0.87,10,-10.645,1,0.0453,0.0179,0.000465,0.267,0.669,117.973,4,,rooArt,P (P) 1995 rooArt Pty Ltd
Mr. Big Stuff,Jean Knight,Mr. Big Stuff,Jean Knight,1971,1,1,164560,FALSE,69,USFI87100077,"new orleans soul,southern soul",0.886,0.491,8,-12.589,1,0.171,0.29,0.00000246,0.229,0.971,93.236,4,,Fantasy Records,"C © 1990 Fantasy, Inc., P ℗ 1990 Fantasy, Inc."
Khe Sanh - 2011 Remastered,Cold Chisel,Cold Chisel,Cold Chisel,1978,1,2,254045,FALSE,64,AUU741100002,australian rock,0.474,0.918,7,-4.21,1,0.177,0.129,0,0.238,0.655,164.049,4,,Cold Chisel,"C © 2011 Cold Chisel Pty Ltd, P ℗ 2011 Cold Chisel Pty Ltd"
Holy Grail,Hunters & Collectors,Cut (25th Anniversary Deluxe Version),Hunters & Collectors,2/2/92,1,2,227719,FALSE,62,AULI00508720,australian rock,0.64,0.958,1,-3.982,0,0.0404,0.0578,0.0338,0.324,0.713,101.212,4,,Bloodlines,"C 2017 Bloodlines, P 2017 Bloodlines"
